"planet_key","PLANET","Star_key","Mass","Relative Density","RELATIVE RADIUS","terrain type","Type Of Climate"
951,"Quantum Gaze Apollox",2065,2.7,0.982,1.4,"canyons; urban; cityscape","artic; hot"
952,"Mago Duodecimal",7691,3.12,0.669,1.67,"cityscape","artificial temperate; windy; frigid"
953,"Minelauva Eosian",4727,2.1,1.594,1.1,"island; grassy hill; sea; ocean","humid; temperate; rocky; frozen; windy; arid; hot"
954,"Minelauva Nyxios",4727,3.31,0.864,1.56,"hill; ash","superheated; frigid; hot; artificial temperate"
955,"Aurora Phantasm Yi",4469,2.2,0.732,1.44,"cave","frozen; tropical; frigid; arid"
956,"Aurora Phantasm Er",4469,1.44,0.875,1.18,"rainforest; verdant; river; valley; urban; ice cave; acid pool","tropical; frozen; arid; windy; artificial temperate; hot; subartic"
957,"Astral Whisper VIII",9023,1.9,1.042,1.22,"jungle; savanna","rocky; hot"
958,"Fuji Nebula Harpian",6120,0.57,1.064,0.81,"volcano","humid; arid; windy; rocky"
959,"Chara Zephyrian",9541,4.97,1.061,1.67,"field; ice canyon","temperate; subartic; frozen"
960,"Geisha's Whisper V",1951,0.51,0.701,0.9,"mountain; plain; city; glacier; ice canyon","artic; arid; superheated; frigid"
961,"Tuiren Harpian",3283,2.71,1.266,1.29,"rocky island; lakes; mountain","temperate; tropical"
962,"Hikari Nebula Titanos",9907,9.57,1.143,2.03,"hill; valley","windy; hot; humid; rocky"
963,"Starglow Spectra Janusian",5512,1.75,0.935,1.23,"hill; ash; rocky desert; lakes; tundra; jungle; reef; rock arche; canyons","windy; humid; artificial temperate; artic; temperate; rocky; superheated"
964,"Darkonix Phi",562,7.38,1.131,1.87,"rock arche","hot; temperate"
965,"Fjellstone Secant",2172,0.4,1.158,0.7,"mountain; lava river; ice canyon; plain; ash; river","frozen; rocky; subartic; windy; hot"
966,"Fjellstone Septimal",2172,1.21,0.647,1.23,"jungle; city","tropical"
967,"Fjellstone Octal",2172,1.58,0.999,1.17,"forest; acid pool; fungus forest; ocean; field","humid; temperate; windy; hot; tropical"
968,"Quasarion Octal",6388,4.76,1.415,1.5,"mountain","frigid; subartic"
969,"Nebula Nova Liu",7003,0.38,0.99,NA,"mountain; rock arche","tropical; artificial temperate; windy; artic"
970,"Wyrmslayer San",3092,7.93,0.724,2.22,"desert; acid pool; forest","rocky; superheated"
971,"Wyrmslayer Qi",3092,4.87,0.837,1.8,"toxic cloudsea","tropical; frozen"
972,"Wyrmslayer Er",3092,0.56,0.935,0.84,"river; urban; cityscape; cave; ice canyon; lakes; reef; field","artic; frozen; frigid; superheated; temperate; hot; artificial temperate"
973,"Wyrmslayer Ba",3092,2.01,0.859,1.33,"cave; rock arche","subartic"
974,"Celestrium Decimal",8033,3.24,1.44,1.31,"fungus forest; vine; river; toxic cloudsea","humid; rocky; arid; artic; frozen; subartic"
975,"Celestrium Nonal",8033,3.73,1.142,1.48,"mountain; urban; forest; lakes; sea","subartic; temperate; artificial temperate; tropical"
976,"Celestrium Quartal",8033,7.82,1.196,1.87,"rocky desert; grassy hill; island; grassland","humid; subartic; tropical; temperate"
977,"Celestrium Sextant",8033,0.85,0.558,1.15,"verdant; glacier","artic; temperate; humid; frigid; rocky"
978,"Algedi Secant",2557,8.02,1.181,1.89,"bog; tundra; plain; vine; cave","windy; humid; frigid; subartic"
979,"Algedi Undecimal",2557,6.78,1.913,1.52,"rocky canyon; forest","subartic; frigid; temperate; artificial temperate"
980,"Algedi Tertial",2557,1.68,0.813,1.27,"city; tundra; fungus forest; cliff; plateau; reef; swamp; bog","superheated; frigid; windy; rocky; temperate; hot; tropical"
981,"Galactic Ember Beta",1415,6.72,1.133,1.81,"vine; swamp; verdant; rocky canyon; hill; toxic cloudsea; desert; bog","humid; frigid; temperate; subartic; hot; frozen; artificial temperate"
982,"Galactic Ember Nu",1415,1.79,0.907,1.25,"lava river; valley","rocky; frozen; frigid; temperate; arid"
983,"Galactic Ember Chi",1415,3.41,0.806,1.62,"jungle; ocean; rainforest; savanna","tropical; windy; artic; humid; arid; frozen"
984,"Ignitionix Er",3413,5.69,1.329,1.62,"river; reef; ash; cave; desert; cityscape; rock arche; jungle","humid; artificial temperate; rocky; subartic; windy; hot"
985,"Scarabian Cosmos Jiu",1486,1.43,0.969,1.14,"rocky canyon; ash; cityscape","artic; arid; tropical; superheated; frigid; hot"
986,"Scarabian Cosmos Wu",1486,6.63,0.503,2.36,"cityscape; lava river","frozen; artic; artificial temperate; subartic; hot"
987,"Ainalrami Orphean",906,2.09,0.845,1.35,"glacier; rocky desert; vine; ice cave; rock arche","subartic; rocky; humid"
988,"Alsafi XXI",6433,2.48,1.032,1.34,"rocky canyon; tundra","artificial temperate; tropical; superheated; subartic; arid"
989,"Alsafi XI",6433,9.65,0.549,2.6,"urban; valley; sea; glacier","rocky; artificial temperate; superheated; subartic"
990,"Nebula Radiance Yi",5020,5.89,1.027,1.79,"cave","windy; superheated"
991,"Nebula Radiance Wu",5020,1.79,1.353,1.1,"reef; desert; cityscape; cave; lava river","humid; hot; temperate"
992,"Nebula Radiance Jiu",5020,0.97,0.909,1.02,"ash; island; valley","hot; superheated; windy; rocky; subartic"
993,"Nebula Radiance Ba",5020,5.45,1.585,1.51,"ice canyon; rocky desert","artic; subartic; tropical; temperate; windy"
994,"Tsukiyo XIV",825,3.6,0.835,1.63,"reef; river; cityscape","frozen; artic; artificial temperate"
995,"Tsukiyo IV",825,0.94,1.377,0.88,"rock arche","windy; frozen; arid; tropical; artic"
996,"Tsukiyo II",825,6.75,0.962,1.91,"grassland","tropical; humid; windy; hot; temperate"
997,"Tsukiyo XXIII",825,2.86,0.834,1.51,"toxic cloudsea; canyons; hill; jungle; rocky canyon; field; sea; ice canyon","temperate; humid; frozen; artic; windy; artificial temperate"
998,"Kagayaki XIV",3623,5.16,1.016,1.72,"reef; city; mountain","frozen; humid; frigid; superheated; windy"
999,"Baekdu Hestian",4105,1.11,0.903,1.07,"ice canyon; desert; bog; rainforest; ice cave; canyons; jungle","humid; tropical; artificial temperate; temperate; superheated; frigid; hot"
1000,"Zenitharian Wu",147,1.23,1.508,0.93,"island; bog; sea; plateau; river; ice cave; desert","windy; frigid; superheated; humid; rocky; artic"
1001,"Zenitharian Si",147,8.16,1.463,1.77,"hill; rock arche; island","temperate; superheated"
1002,"Umbral Silence Oranos",6408,2.73,1.173,1.33,"cityscape; reef","frigid; artic"
1003,"Umbral Silence Janusian",6408,0.99,1.305,0.91,"island; grassland; reef; jungle; volcano; toxic cloudsea","artic; frigid; windy; superheated; humid"
1004,"Umbral Silence Astraeos",6408,1.01,1.125,0.96,"rocky desert; plateau; rocky canyon; rocky island; glacier; mountain","frozen; arid; tropical; artificial temperate; temperate; frigid; artic"
1005,"Cosmic Elegance Quintal",4754,1.88,1.197,NA,"jungle","humid; subartic; windy"
1006,"Kiseki Expanse XXIV",1791,1.27,0.848,1.14,"scrubland; lakes; plateau; ice canyon; ocean; island; river; ice cave","arid; tropical; windy; artic; rocky; temperate; humid"
1007,"Tegmine Sextant",7886,1.65,1.196,1.11,"toxic cloudsea","artificial temperate; windy; frozen; frigid; humid; artic"
1008,"Tegmine Secant",7886,1.4,0.936,1.14,"verdant","temperate"
1009,"Bibhā Octal",7958,8.21,1.227,1.88,"sinkholes; rainforest; ice cave; lava river","superheated; arid; frozen"
1010,"Stellaria Crypt Quartal",6845,1.69,1.046,1.17,"cityscape; ice cave","frozen; humid"
1011,"Cosmic Gaze Lambda",7134,0.76,1.207,0.86,"grassy hill; sea; ash","artic; hot"
1012,"Cosmic Gaze Gamma",7134,5.8,0.914,1.85,"desert; ocean; ice canyon; fungus forest; river; glacier; valley; verdant; island","artic; arid; superheated; hot; windy; tropical; temperate"
1013,"Cosmic Gaze Omicron",7134,2.79,0.681,1.6,"river; urban","artificial temperate; hot; humid; artic"
